id,title,overview,genres,keywords,cast,producers,release_date,runtime,production_companies,vote_average,vote_count,tagline,poster_file
558,蜘蛛侠2,彼得·帕克正经历一场重大的身份危机。由于长期担任蜘蛛侠而精疲力竭，他决定暂时搁置自己的超级英雄身份，结果导致城市在邪恶的章鱼博士所造成的混乱与破坏中苦苦挣扎。与此同时，帕克依然无法向玛丽·简·沃森表达自己的感情——这个自童年起就深爱的女孩。,动作|冒险|奇幻,双重身份|一生挚爱|送披萨的男孩|漫威漫画|续集|超级英雄|医生|科学家|触手|死亡|超级反派,Tobey Maguire|Kirsten Dunst|James Franco|Alfred Molina|Rosemary Harris|Donna Murphy|J.K. Simmons|Daniel Gillies|Dylan Baker|Willem Dafoe,Joseph M. Caracciolo Jr.|Stan Lee|Laura Ziskin|Avi Arad|Lorne Orleans|Kevin Feige|Grant Curtis|Joseph M. Caracciolo,2004/6/25,127,Columbia Pictures|Laura Ziskin Productions|Marvel Enterprises,6.7,4321,每个人心中都住着一位英雄。,/posters/558.jpg
68721,钢铁侠3,当托尼·斯塔克的世界被一个名为“满大人”的强大恐怖分子撕裂时，他踏上了一段重建与复仇的征程。,动作|冒险|科幻,恐怖分子|反恐战争|田纳西州|马里布|漫威漫画|超级英雄|改编自漫画书|托尼·斯塔克|钢铁侠|片尾彩蛋|漫威电影宇宙|满大人|3D|战争机器|钢铁爱国者|绝境病毒,Robert Downey Jr.|Gwyneth Paltrow|Don Cheadle|Guy Pearce|Rebecca Hall|Jon Favreau|Ben Kingsley|James Badge Dale|Stephanie Szostak|Paul Bettany,Stan Lee|Kevin Feige|Charles Newirth|Jon Favreau|Louis D'Esposito|Alan Fine|Victoria Alonso|Dan Mintz|Bing Wu|Wen-ge Xiao|Stephen Broussard,2013/4/18,130,Marvel Studios,6.8,8806,释放装甲背后的强大力量。,/posters/68721.jpg
12155,爱丽丝梦游仙境,爱丽丝是一位朴实而特立独行的19岁少女，已与一位愚钝的英国贵族订婚。在她的订婚宴上，她离开喧闹的人群，独自思量是否要履行这场婚姻；此时她发现了一只奇异的兔子，随后追随着它掉进花园里的一口深洞。她来到一个名为“地下世界”的奇异而超现实之地，这里仿佛重现了她童年时噩梦中的场景：会说话的动物、邪恶的女王与骑士，以及狂暴的炸脖龙。爱丽丝意识到自己来到此地并非偶然——她肩负着击败可怕的炸脖龙、助正统女王重登王位的使命。,家庭|奇幻|冒险,改编自小说|虚构地点|女王|奇幻|爱丽丝梦游仙境|奇幻世界|3D,Mia Wasikowska|Johnny Depp|Anne Hathaway|Helena Bonham Carter|Crispin Glover|Marton Csokas|Lindsay Duncan|Matt Lucas|Geraldine James|Tim Pigott-Smith,Chris Lebenzon|Jennifer Todd|Suzanne Todd|Richard D. Zanuck|Katterli Frauenfelder|Joe Roth|Peter M. Tobyansen|Derek Frey|Tom C. Peitzman,2010/3/3,108,"Walt Disney Pictures|Team Todd|Tim Burton Productions|Roth Films|Zanuck Company, The",6.4,4645,诚邀您赴一场至关重要的约会。,/posters/12155.jpg
36668,X战警：背水一战,当一种治疗变异的解药被发现后，X战警与兄弟会——一支由X教授昔日盟友万磁王领导的强大变种人组织——之间划出了明确的界限。,冒险|动作|科幻|惊悚,变种人|漫威漫画|改编自漫画书|超人类|野兽|独眼龙|片尾彩蛋,Hugh Jackman|Halle Berry|Ian McKellen|Patrick Stewart|Famke Janssen|Anna Paquin|Kelsey Grammer|Shawn Ashmore|Aaron Stanford|Ellen Page,Ralph Winter|Lauren Shuler Donner|Stan Lee|Avi Arad|Kevin Feige|James M. Freitag|Ross Fanger|John Palermo|Kurt Williams|Lee Cleary|David Gorder|Luca Marco Paracels,2006/5/24,104,Ingenious Film Partners|Twentieth Century Fox Film Corporation|Donners' Company|Dune Entertainment|Major Studio Partners|Bad Hat Harry Productions|thinkfilm|Marvel Enterprises|X3 Canada Productions|X3US Productions|XM3 Service,6.3,3525,挺身而出,/posters/36668.jpg
62211,怪兽大学,讲述麦克和苏利文在怪兽大学就读期间的关系——那时他们还未必是好朋友。,动画|家庭,怪物|宿舍|游戏|动画|最好的朋友|大学|可怕|片尾彩蛋,Billy Crystal|John Goodman|Steve Buscemi|Helen Mirren|Noah Johnston|Peter Sohn|Joel Murray|Sean Hayes|Dave Foley|Charlie Day,Andrew Stanton|Lee Unkrich|John Lasseter|Kori Rae|Peter Doctor,2013/6/20,104,Walt Disney Pictures|Pixar Animation Studios,7,3528,学校从未看起来如此可怕。,/posters/62211.jpg
8373,变形金刚2：卷土重来,山姆·维特维奇离开汽车人，过上普通人的生活。但当他的脑海中充满神秘符号时，霸天虎盯上了他，他被迫再度卷入变形金刚的战争。,科幻|动作|冒险,埃及|太阳|混乱|符号|文物|变形金刚|坦克|机器人|IMAX|片尾彩蛋,Shia LaBeouf|Megan Fox|Josh Duhamel|Rainn Wilson|Tyrese Gibson|John Turturro|Kevin Dunn|Julie White|Ramón Rodríguez|Isabel Lucas,Steven Spielberg|Michael Bay|Don Murphy|K.C. Hodenfield|Ian Bryce|Lorenzo di Bonaventura|Kenny Bates|Tom DeSanto|Brian Goldner|Mark Vahradian|Allegra Clegg|Matthew Cohan|Luca Marco Paracels,2009/6/19,150,Paramount Pictures|DreamWorks SKG|Amblin Entertainment|Di Bonaventura Pictures|Platinum Dunes|Hasbro Studios|Revolution Sun Studios,6,3138,复仇即将来临。,/posters/8373.jpg
91314,变形金刚4：绝迹重生,在《变形金刚3：月黑之时》结局之后，人类开始重建家园，而汽车人和霸天虎几乎已从地球表面消失。然而，一群实力雄厚、才智过人的企业家与科学家试图从过往的变形金刚入侵事件中汲取经验，将科技发展推向他们无法掌控的极限——与此同时，一位古老而强大的变形金刚威胁正将地球锁定为其目标。,科幻|动作|冒险,续集|外星人|变形金刚|巨型机器人|机器人|IMAX|变形机器人,Mark Wahlberg|Stanley Tucci|Kelsey Grammer|Nicola Peltz|Jack Reynor|Titus Welliver|Sophia Myles|Li Bingbing|T.J. Miller|James Bachman,Steven Spielberg|Michael Bay|Don Murphy|K.C. Hodenfield|Ian Bryce|Lorenzo di Bonaventura|Dany Wolf|Tom DeSanto|Brian Goldner|Mark Vahradian|Allegra Clegg|Matthew Cohan|Michael Kase|Luca Marco Paracels,2014/6/25,165,Paramount Pictures|Amblin Entertainment|Di Bonaventura Pictures|Platinum Dunes|China Movie Channel|Hasbro Studios|Ian Bryce Productions|Revolution Sun Studios,5.8,3095,这并非战争，而是灭绝。,/posters/91314.jpg
68728,奥兹大帝,奥斯卡·迪格斯是一位小有名气的马戏团魔术师兼骗子，他被一阵旋风从堪萨斯州卷入奥兹国。当地居民误以为他就是预言中那位伟大的巫师，前来拯救奥兹国，使其摆脱邪恶势力的魔爪。,奇幻|冒险|家庭,马戏团|女巫|魔法|希望|幻术|失落|魔术戏法|巫师|3D,James Franco|Mila Kunis|Rachel Weisz|Michelle Williams|Zach Braff|Bill Cobbs|Joey King|Tony Cox|Stephen R. Hart|Abigail Spencer,Philip Steuer|Grant Curtis|Joe Roth|Joshua Donen|Palak Patel,2013/3/7,130,Walt Disney Pictures|Roth Films,5.7,3530,在奥兹，一切皆非表象,/posters/68728.jpg
102382,超凡蜘蛛侠2,彼得·帕克的生活十分忙碌。他既要以蜘蛛侠的身份打击罪犯，又要抽空陪伴心爱的格温·斯黛西，因此高中毕业似乎来得越快越好。彼得从未忘记自己曾向格温的父亲承诺过要远离她、以保护她的安全，但这个承诺他却无法遵守。当一名新反派“电光人”现身、老朋友哈利·奥斯本回归，以及彼得发掘出有关自己身世的新线索时，他的生活将发生巨变。,动作|冒险|奇幻,痴迷|漫威漫画|续集|改编自漫画|触电|医学实验|电力|超能力,Andrew Garfield|Emma Stone|Jamie Foxx|Dane DeHaan|Campbell Scott|Embeth Davidtz|Colm Feore|Paul Giamatti|Sally Field|Max Charles,Avi Arad|Matt Tolmach,2014/4/16,142,Columbia Pictures|Marvel Enterprises|Avi Arad Productions|Matt Tolmach Productions,6.5,4179,再无秘密。,/posters/102382.jpg
20526,创：战纪,山姆·弗林是凯文·弗林聪明而大胆的儿子，他调查父亲的失踪事件，却被拉入了“电子网格”。在一位名叫奎拉的神秘程序的帮助下，山姆踏上征程，试图阻止邪恶独裁者库鲁进入现实世界。,冒险|动作|科幻,人工智能|秘密身份|计算机程序|反乌托邦|计算机|欺骗|决斗|摩托车|霓虹灯|专制统治,Garrett Hedlund|Jeff Bridges|Olivia Wilde|Bruce Boxleitner|Yaya DaCosta|Serinda Swan|Beau Garrett|Elizabeth Mathis|James Frain|Amy Esterle,Steven Lisberger|Donald Kushner|Jeffrey Silver|Sean Bailey|Steve Gaub|Bruce Franklin|Justis Greene|Justin Springer|Luca Marco Paracels,2010/12/10,125,Walt Disney Pictures|LivePlanet|Prana Studios|Sean Bailey Productions|Revolution Sun Studios|Kontsept Film Company,6.3,2841,游戏规则已然改变。,/posters/20526.jpg
49013,赛车总动员2,明星赛车闪电麦昆和他的好友拖线前往海外参加世界大奖赛。然而，通往冠军的道路却变得崎岖不平——拖线意外卷入了一场属于他自己的精彩冒险：国际间谍行动。,动画|家庭|冒险|喜剧,赛车|续集|喜剧|拟人化|最好的朋友|片尾彩蛋,Owen Wilson|Larry the Cable Guy|Michael Caine|Emily Mortimer|John Turturro|Eddie Izzard|Thomas Kretschmann|Joe Mantegna|Peter Jacobson|Bruce Campbell,Mark Nielsen|Denise Ream,2011/6/11,106,Walt Disney Pictures|Pixar Animation Studios,5.8,2033,卡-瞧！,/posters/49013.jpg
44912,绿灯侠,数个世纪以来，一支人数不多却实力强大的战士队伍——绿灯军团，一直宣誓维护银河系的秩序。每位绿灯侠都佩戴一枚赋予其超能力的戒指。然而，当一个名为“百烈煞”的新敌人威胁要摧毁宇宙中的力量平衡时，绿灯军团与地球的命运，将取决于首位被招募的人类绿灯侠。,冒险|动作|惊悚|科幻,DC漫画|变身|超级英雄|外星人|外星感染|魔法物品|守护者|超能力|起源|3D,Ryan Reynolds|Blake Lively|Peter Sarsgaard|Tim Robbins|Mark Strong|Temuera Morrison|Jenna Craig|Jon Tenney|Mike Doyle|NicK Jandl,Donald De Line|Herb Gains|Andrew Haas|Greg Berlanti|Geoff Johns,2011/6/16,114,De Line Pictures|Warner Bros.|DC Entertainment,5.1,2487,在我们最黑暗的时刻，必将有光芒闪耀。,/posters/44912.jpg
10193,玩具总动员3,伍迪、巴斯光年以及安迪的其他玩具们已经多年没有被玩过了。随着安迪即将上大学，这群玩具意外地被遗弃在一家邪恶的日托中心。玩具们必须团结一致，设法逃脱并重返安迪身边。,动画|家庭|喜剧,人质|大学|玩具|芭比|动画|逃亡|日托中心|泰迪熊|片尾彩蛋|玩具活过来|拟人化|无生命物体活过来|玩具总动员,Tom Hanks|Tim Allen|Ned Beatty|Joan Cusack|Michael Keaton|Whoopi Goldberg|Bonnie Hunt|Wallace Shawn|John Ratzenberger|Don Rickles,John Lasseter|Darla K. Anderson|Nicole Paradis Grindle,2010/6/16,103,Walt Disney Pictures|Pixar Animation Studios,7.6,4597,没有一个玩具会被抛弃。,/posters/10193.jpg
534,终结者2018,在后末日时代的2018年，已长大成人的约翰·康纳必须率领人类抵抗军，对抗日益占据主导地位的军事化机器人。然而，当马库斯·赖特突然现身，他的出现令整个任务陷入混乱——康纳必须判断赖特究竟来自未来还是过去，以及他究竟是友是敌。,动作|科幻|惊悚,拯救世界|人工智能|预言|旧金山|生化人|杀人机器人|加油站|后末日|反乌托邦|军队|枪械|战时|洛杉矶,Christian Bale|Sam Worthington|Anton Yelchin|Moon Bloodgood|Bryce Dallas Howard|Helena Bonham Carter|Common|Roland Kickinger|Michael Ironside|Jane Alexander,Mario Kassar|Joel B. Michaels|Chantal Feghali|Moritz Borman|Jeffrey Silver|Andrew G. Vajna|Steve Gaub|Dan Lin|Jeanne Allgood|Anjalika Mathur Nigam|Derek Anderson|Bruce Franklin|Victor Kubicek|Peter D. Graves|Don Zepfel|April A. Janow,2009/5/20,115,Columbia Pictures|The Halcyon Company|Wonderland Sound and Vision|Warner Bros.,5.9,2463,终结的开始。,/posters/534.jpg
168259,速度与激情7,德卡特·肖为昏迷的兄弟向多米尼克·托雷托及其家人寻求复仇。,动作,赛车|速度|复仇|悬疑|汽车|比赛|肌肉车,Vin Diesel|Paul Walker|Dwayne Johnson|Michelle Rodriguez|Tyrese Gibson|Ludacris|Jordana Brewster|Djimon Hounsou|Tony Jaa|Ronda Rousey,Michael Fottrell|Neal H. Moritz|Vin Diesel|Chris Morgan|Samantha Vincent|Brandon Birtell|F. Valentino Morales,2015/4/1,137,"Universal Pictures|Original Film|Fuji Television Network|Dentsu|One Race Films|China Film Co.|Québec Production Services Tax Credit|Media Rights Capital (MRC)|Abu Dhabi Film Commission|Colorado Office of Film, Television & Media",7.3,4176,复仇降临家园,/posters/168259.jpg
72190,僵尸世界大战,前联合国调查员杰瑞·莱恩与家人原本过着平静满足的生活。突然间，一种神秘的感染席卷全球，将整个人类群体变成狂暴而丧失理智的僵尸。在千钧一发之际逃离混乱后，莱恩被说服接受一项任务，调查这种致命疾病。随后，他踏上了一段惊险万分的环球之旅——必须直面骇人听闻的危险与重重艰难险阻，在人类文明彻底崩溃之前找到答案。,动作|剧情|恐怖|科幻|惊悚,反乌托邦|末日|僵尸|核武器|多重视角|僵尸末日,Brad Pitt|Mireille Enos|Abigail Hargrove|Sterling Jerins|James Badge Dale|Elyes Gabel|David Andrews|Daniella Kertesz|Ludi Boeken|Fana Mokoena,Brad Pitt|Ian Bryce|Graham King|Brad Simpson|Dede Gardner|Dana Goldberg|Paul Schwake|David Ellison|Tim Headington|Jeremy Kleiner,2013/6/20,116,Paramount Pictures|GK Films|Skydance Productions|Hemisphere Media Capital|Apparatus Productions|Latina Pictures|2DUX²,6.7,5560,记住费城！,/posters/72190.jpg
127585,X战警：逆转未来,终极X战警阵容跨越两个时代，为物种的生存而战，他们联手年轻的自己，展开一场史诗级战斗——必须改变过去，才能拯救我们的未来。,动作|冒险|奇幻|科幻,20世纪70年代|变种人|时间旅行|漫威漫画|改编自漫画|超人类|暴风女|野兽|片尾彩蛋|改变过去或未来,Hugh Jackman|James McAvoy|Michael Fassbender|Jennifer Lawrence|Halle Berry|Anna Paquin|Ellen Page|Peter Dinklage|Ian McKellen|Patrick Stewart,Todd Hallowell|Kathleen McGill|Lauren Shuler Donner|Stan Lee|Josh McLaglen|Bryan Singer|Simon Kinberg|Derek Hoffmann|Hutch Parker|Luca Marco Paracels|Jason Taylor,2014/5/15,131,Twentieth Century Fox Film Corporation|Donners' Company|Marvel Entertainment|Bad Hat Harry Productions|TSG Entertainment|Down Productions|Revolution Sun Studios,7.5,6032,为拯救未来，必须改变过去,/posters/127585.jpg
54138,星际迷航：暗黑无界,当企业号船员被紧急召回地球时，他们发现一股来自自身组织内部的无法阻挡的恐怖势力引爆了星际舰队及其所代表的一切，使我们的世界陷入危机。为了了结个人恩怨，柯克舰长率领一支追捕队前往一个战乱星球，以抓捕一名堪称大规模杀伤性武器的独行者。当我们的英雄们被卷入一场关乎生死的史诗级博弈时，爱情将经受考验，友谊将分崩离析，而为了柯克仅存的家人——他的船员——牺牲在所难免。,动作|冒险|科幻,宇宙飞船|友谊|续集|未来主义|太空|外星人|IMAX|太空歌剧|恐怖分子爆炸|3D,Chris Pine|Zachary Quinto|Zoe Saldana|Karl Urban|Simon Pegg|John Cho|Benedict Cumberbatch|Anton Yelchin|Bruce Greenwood|Peter Weller,J.J. Abrams|Alex Kurtzman|Roberto Orci|Dana Goldberg|Jeffrey Chernov|Paul Schwake|Bryan Burk|David Ellison|Damon Lindelof,2013/5/5,132,Paramount Pictures|Skydance Productions|Bad Robot|Kurtzman/Orci,7.4,4418,地球将陷落,/posters/54138.jpg
81005,巨人捕手杰克,一个古老战争的故事，因一名年轻的农场帮工无意间打开了我们世界与一群可怕巨人的通道而再度爆发。这些巨人几个世纪以来首次重返地球，企图夺回他们曾经失去的土地，迫使这名年轻人杰克投身于他人生中最重要的一场战斗，以阻止他们。为了王国、人民以及一位勇敢公主的爱，他直面那些本以为只存在于传说中的不可阻挡的战士，并获得了成为传奇人物的机会。,动作|家庭|奇幻,改编自童话|巨人,Nicholas Hoult|Eleanor Tomlinson|Ewan McGregor|Stanley Tucci|Ian McShane|Eddie Marsan|Ewen Bremner|Warwick Davis|Bill Nighy|Ralph Brown,John Ottman|David Dobkin|Thomas Tull|Ori Marmur|Jon Jashni|Alex Garcia|John Rickard,2013/2/27,114,New Line Cinema|Original Film|Legendary Pictures|Warner Bros.|Big Kid Pictures|Bad Hat Harry Productions,5.5,2598,准备好开启一场巨人的冒险,/posters/81005.jpg
64682,了不起的盖茨比,改编自F·斯科特·菲茨杰拉德以长岛为背景的小说，中西部人尼克·卡拉威被邻居杰·盖茨比奢华的世界所吸引。然而很快，卡拉威便看穿了盖茨比这位新贵表面之下的裂痕，在那里，痴迷、疯狂与悲剧正等待着他。,剧情|爱情,改编自小说|不忠|痴迷|希望|3D,Leonardo DiCaprio|Tobey Maguire|Carey Mulligan|Joel Edgerton|Elizabeth Debicki|Isla Fisher|Jason Clarke|Amitabh Bachchan|Callan McAuliffe|Adelaide Clemens,Barrie M. Osborne|Baz Luhrmann|Catherine Martin|Catherine Knapman|Lucy Fisher|Jay-Z,2013/5/10,143,Village Roadshow Pictures|Bazmark Films|Warner Bros.|A&E Television Networks|Red Wagon Entertainment|Spectrum Films,7.3,3769,保留评判是一种无限希望的表现……我最终承认，这种希望也有其限度。,/posters/64682.jpg
